slug,nom,nationalite,poste,statut,club,ligue,pays_club,ville_club,continent,est_etranger
jona-schoch,Jona Schoch,Germany,Left Back,active,HSG Wetzlar,Liqui Moly HBL (Germany),Germany,Wetzlar,Europe,FALSE
noel-hoepfner,Noel  Hoepfner,Germany,Left Back,active,HSG Wetzlar,Liqui Moly HBL (Germany),Germany,Wetzlar,Europe,FALSE
dominik-mappes,Dominik  Mappes,Germany,Centre Back,active,HSG Wetzlar,Liqui Moly HBL (Germany),Germany,Wetzlar,Europe,FALSE
filip-vistorop,Filip  Vistorop,Croatia,Centre Back,active,HSG Wetzlar,Liqui Moly HBL (Germany),Germany,Wetzlar,Europe,TRUE
justin-muller,Justin  Müller,Germany,Centre Back,active,HSG Wetzlar,Liqui Moly HBL (Germany),Germany,Wetzlar,Europe,FALSE
nemanja-zelenovic,Nemanja  Zelenović,Serbia,Right Back,active,HSG Wetzlar,Liqui Moly HBL (Germany),Germany,Wetzlar,Europe,TRUE
stefan-cavor,Stefan  Čavor,Montenegro,Right Back,active,HSG Wetzlar,Liqui Moly HBL (Germany),Germany,Wetzlar,Europe,TRUE
niklas-theiss,Niklas Theiss,Germany,Right Back,active,HSG Wetzlar,Liqui Moly HBL (Germany),Germany,Wetzlar,Europe,FALSE
julien-cadel,Julien Cadel,France,Right Wing,active,HBC Libourne,Nationale 2 - Group 1 (France),France,Libourne,Europe,FALSE
ante-granic,Ante  Granić,Croatia,Goalkeeper,active,RK Metković,Premijer Liga (Croatia),Croatia,Metković,Europe,FALSE
damir-batinovic,Damir  Batinović,Croatia,Centre Back,active,RK Metković,Premijer Liga (Croatia),Croatia,Metković,Europe,FALSE
luka-krivokapic,Luka Krivokapić,Serbia,Goalkeeper,active,BM Granollers,Sacyr Asobal  (Spain),Spain,Granollers,Europe,TRUE
pau-panitti-martinez,Pau Panitti Martínez,Spain,Goalkeeper,active,BM Granollers,Sacyr Asobal  (Spain),Spain,Granollers,Europe,FALSE
jordi-deumal,Jordi  Deumal,Spain,Left Wing,active,BM Granollers,Sacyr Asobal  (Spain),Spain,Granollers,Europe,FALSE
pablo-guijarro-moreno,Pablo Guijarro Moreno,Spain,Left Wing,active,BM Granollers,Sacyr Asobal  (Spain),Spain,Granollers,Europe,FALSE
jaume-gonzalez,Jaume Gonzalez,Spain,Left Wing,active,BM Granollers,Sacyr Asobal  (Spain),Spain,Granollers,Europe,FALSE
sergi-franco-miro,Sergi Franco  Miro,Spain,Right Wing,active,BM Granollers,Sacyr Asobal  (Spain),Spain,Granollers,Europe,FALSE
pol-chaves,Pol  Chaves,Spain,Right Wing,active,BM Granollers,Sacyr Asobal  (Spain),Spain,Granollers,Europe,FALSE
bernat-nadal,Bernat Nadal,Spain,Right Wing,active,BM Granollers,Sacyr Asobal  (Spain),Spain,Granollers,Europe,FALSE
adria-figueras-trejo,Adria Figueras  Trejo,Spain,Line Player,active,BM Granollers,Sacyr Asobal  (Spain),Spain,Granollers,Europe,FALSE
josep-ernest-armengol-garin,Josep Ernest  Armengol Garín,Spain,Line Player,active,BM Granollers,Sacyr Asobal  (Spain),Spain,Granollers,Europe,FALSE
ferran-prieto-lazaro,Ferran Prieto Lazaro,Spain,Line Player,active,BM Granollers,Sacyr Asobal  (Spain),Spain,Granollers,Europe,FALSE
guillermo-jose-fischer,Guillermo  José Fischer,Argentina,Left Back,active,BM Granollers,Sacyr Asobal  (Spain),Spain,Granollers,Hors-Europe,TRUE
juan-palomino-moron,Juan Palomino Moron,Spain,Left Back,active,BM Granollers,Sacyr Asobal  (Spain),Spain,Granollers,Europe,FALSE
jan-duran-esteban,Jan Duran Esteban,Spain,Left Back,active,BM Granollers,Sacyr Asobal  (Spain),Spain,Granollers,Europe,FALSE
gerard-domingo-calzada,Gerard  Domingo Calzada,Spain,Centre Back,active,BM Granollers,Sacyr Asobal  (Spain),Spain,Granollers,Europe,FALSE
tarsicio-freitas-oliveira,Tarsicio Freitas Oliveira,Brazil,Centre Back,active,BM Granollers,Sacyr Asobal  (Spain),Spain,Granollers,Hors-Europe,TRUE
ferran-castillo-oliveras,Ferran Castillo Oliveras,Spain,Centre Back,active,BM Granollers,Sacyr Asobal  (Spain),Spain,Granollers,Europe,FALSE
bruno-reguart-massana,Bruno Reguart Massana,Spain,Centre Back,active,BM Granollers,Sacyr Asobal  (Spain),Spain,Granollers,Europe,FALSE
roger-ferrer-vila,Roger  Ferrer Vila,Spain,Centre Back,active,BM Granollers,Sacyr Asobal  (Spain),Spain,Granollers,Europe,FALSE
marcos-fis-ballester,Marcos Fis Ballester,Spain,Right Back,active,BM Granollers,Sacyr Asobal  (Spain),Spain,Granollers,Europe,FALSE
pablo-urdangarin-de-borbon,Pablo Urdangarin de Borbon,Spain,Right Back,active,BM Granollers,Sacyr Asobal  (Spain),Spain,Granollers,Europe,FALSE
david-zwicklhuber,David  Zwicklhuber,Austria,Goalkeeper,active,HC Linz AG,SPUSU Liga (Austria),Austria,Linz,Europe,FALSE
aliaksei-kishou,Aliaksei  Kishou,Belarus,Goalkeeper,active,HC Linz AG,SPUSU Liga (Austria),Austria,Linz,Europe,TRUE
stefan-weinmann,Stefan Weinmann,Austria,Goalkeeper,active,HC Linz AG,SPUSU Liga (Austria),Austria,Linz,Europe,FALSE
boris-mitterrutzner,Boris Mitterrutzner,Austria,Left Wing,active,HC Linz AG,SPUSU Liga (Austria),Austria,Linz,Europe,FALSE
elmar-bohm,Elmar Bohm,Austria,Left Wing,active,HC Linz AG,SPUSU Liga (Austria),Austria,Linz,Europe,FALSE
fabian-palan,Fabian Palan,Austria,Right Wing,active,HC Linz AG,SPUSU Liga (Austria),Austria,Linz,Europe,FALSE
nils-moser,Nils Moser,Austria,Right Wing,active,HC Linz AG,SPUSU Liga (Austria),Austria,Linz,Europe,FALSE
jadranko-stojanovic,Jadranko  Stojanović,Croatia,Line Player,active,HC Linz AG,SPUSU Liga (Austria),Austria,Linz,Europe,TRUE
leon-gregoric,Leon Gregoric,Slovenia,Line Player,active,HC Linz AG,SPUSU Liga (Austria),Austria,Linz,Europe,TRUE
fabian-bryslawski,Fabian Bryslawski,Poland,Left Back,active,HC Linz AG,SPUSU Liga (Austria),Austria,Linz,Europe,TRUE
clemens-mostl,Clemens Mostl,Austria,Left Back,active,HC Linz AG,SPUSU Liga (Austria),Austria,Linz,Europe,FALSE
simon-klewein,Simon Klewein,Austria,Left Back,active,HC Linz AG,SPUSU Liga (Austria),Austria,Linz,Europe,FALSE
andrei-klimavets,Andrei Klimavets,Belarus,Left Back,active,HC Linz AG,SPUSU Liga (Austria),Austria,Linz,Europe,TRUE
lucijan-fizuleto,Lucijan  Fižuleto,Slovenia,Centre Back,active,HC Linz AG,SPUSU Liga (Austria),Austria,Linz,Europe,TRUE
pavle-petrovic,Pavle  Petrović,Bosnia-Herzegovina,Right Back,active,HC Linz AG,SPUSU Liga (Austria),Austria,Linz,Europe,TRUE
samuel-fabry,Samuel  Fabry,Slovakia,Goalkeeper,active,UHC Hollabrunn,SPUSU Liga (Austria),Austria,Hollabrunn,Europe,TRUE
arianit-nimanaj,Arianit Nimanaj,Austria,Goalkeeper,active,UHC Hollabrunn,SPUSU Liga (Austria),Austria,Hollabrunn,Europe,FALSE
misha-biedermann,Misha Biedermann,Austria,Goalkeeper,active,UHC Hollabrunn,SPUSU Liga (Austria),Austria,Hollabrunn,Europe,FALSE
florian-falthansl-scheinecker,Florian Falthansl Scheinecker,Austria,Left Wing,active,UHC Hollabrunn,SPUSU Liga (Austria),Austria,Hollabrunn,Europe,FALSE
gal-cirar,Gal  Cirar,Slovenia,Right Wing,active,UHC Hollabrunn,SPUSU Liga (Austria),Austria,Hollabrunn,Europe,TRUE
felix-irlacher,Felix Irlacher,Austria,Wing,active,UHC Hollabrunn,SPUSU Liga (Austria),Austria,Hollabrunn,Europe,FALSE
paul-weiss,Paul Weiss,Austria,Wing,active,UHC Hollabrunn,SPUSU Liga (Austria),Austria,Hollabrunn,Europe,FALSE
filip-arsenovski,Filip  Arsenovski,Macedonia,Line Player,active,UHC Hollabrunn,SPUSU Liga (Austria),Austria,Hollabrunn,Europe,TRUE
tobias-parzer,Tobias Parzer,Austria,Line Player,active,UHC Hollabrunn,SPUSU Liga (Austria),Austria,Hollabrunn,Europe,FALSE
rudolf-zvonimir-safranko,Rudolf Zvonimir Šafranko,Croatia,Left Back,active,UHC Hollabrunn,SPUSU Liga (Austria),Austria,Hollabrunn,Europe,TRUE
hari-pavlov,Hari Pavlov,Macedonia,Right Back,active,UHC Hollabrunn,SPUSU Liga (Austria),Austria,Hollabrunn,Europe,TRUE
kristof-gal,Kristof Gal,Hungary,Back,active,UHC Hollabrunn,SPUSU Liga (Austria),Austria,Hollabrunn,Europe,TRUE
ante-simic,Ante Simic,Croatia,Back,active,UHC Hollabrunn,SPUSU Liga (Austria),Austria,Hollabrunn,Europe,TRUE
manuel-lorenz,Manuel Lorenz,Austria,Back,active,UHC Hollabrunn,SPUSU Liga (Austria),Austria,Hollabrunn,Europe,FALSE
johannes-sykora,Johannes Sykora,Austria,Back,active,UHC Hollabrunn,SPUSU Liga (Austria),Austria,Hollabrunn,Europe,FALSE
rade-radjenovic,Rade Radjenovic,Croatia,Back,active,UHC Hollabrunn,SPUSU Liga (Austria),Austria,Hollabrunn,Europe,TRUE
florian-gugerell,Florian Gugerell,Austria,Back,active,UHC Hollabrunn,SPUSU Liga (Austria),Austria,Hollabrunn,Europe,FALSE
fabian-lorenz,Fabian Lorenz,Austria,Back,active,UHC Hollabrunn,SPUSU Liga (Austria),Austria,Hollabrunn,Europe,FALSE
janko-gemaljevic,Janko Gemaljević,Serbia,Goalkeeper,active,RK Šamot,Arkus Liga (Serbia),Serbia,Aranđelovac,Europe,FALSE
boris-maksovic,Boris Maksovic,Serbia,Goalkeeper,active,RK Šamot,Arkus Liga (Serbia),Serbia,Aranđelovac,Europe,FALSE
ognjen-jelenic,Ognjen Jelenić,Serbia,Left Wing,active,RK Šamot,Arkus Liga (Serbia),Serbia,Aranđelovac,Europe,FALSE
vuksan-zmajevic,Vuksan Zmajevic,Serbia,Right Wing,active,RK Šamot,Arkus Liga (Serbia),Serbia,Aranđelovac,Europe,FALSE
milos-maric,Miloš Marić,Serbia,Right Wing,active,RK Šamot,Arkus Liga (Serbia),Serbia,Aranđelovac,Europe,FALSE
uros-avramovic,Uroš Avramović,Serbia,Line Player,active,RK Šamot,Arkus Liga (Serbia),Serbia,Aranđelovac,Europe,FALSE
luka-nikolic,Luka Nikolić,Serbia,Line Player,active,RK Šamot,Arkus Liga (Serbia),Serbia,Aranđelovac,Europe,FALSE
aleksandar-novakovic,Aleksandar Novakovic,Serbia,Line Player,active,RK Šamot,Arkus Liga (Serbia),Serbia,Aranđelovac,Europe,FALSE
milos-mijailovic,Milos Mijailovic,Serbia,Line Player,active,RK Šamot,Arkus Liga (Serbia),Serbia,Aranđelovac,Europe,FALSE
veljko-prekovic,Veljko Preković,Serbia,Left Back,active,RK Šamot,Arkus Liga (Serbia),Serbia,Aranđelovac,Europe,FALSE
vanja-mirkovic,Vanja Mirkovic,Serbia,Left Back,active,RK Šamot,Arkus Liga (Serbia),Serbia,Aranđelovac,Europe,FALSE
nikola-ilic,Nikola Ilić,Serbia,Centre Back,active,RK Šamot,Arkus Liga (Serbia),Serbia,Aranđelovac,Europe,FALSE
djordje-krejovic,Djordje Krejović,Serbia,Centre Back,active,RK Šamot,Arkus Liga (Serbia),Serbia,Aranđelovac,Europe,FALSE
sava-radovanovic,Sava Radovanović,Serbia,Centre Back,active,RK Šamot,Arkus Liga (Serbia),Serbia,Aranđelovac,Europe,FALSE
andrija-veskovic,Andrija  Veskovic,Serbia,Centre Back,active,RK Šamot,Arkus Liga (Serbia),Serbia,Aranđelovac,Europe,FALSE
veljko-spasic,Veljko Spasić,Serbia,Right Back,active,RK Šamot,Arkus Liga (Serbia),Serbia,Aranđelovac,Europe,FALSE
diogo-quintas,Diogo Quintas,Portugal,Line Player,active,Ginasio Clube de Santo Tirso,2. Division (Portugal),Portugal,Santo Tirso,Europe,FALSE
andre-samudio,Andre  Samudio,Portugal,Centre Back,active,Ginasio Clube de Santo Tirso,2. Division (Portugal),Portugal,Santo Tirso,Europe,FALSE
martin-vresk,Martin Vresk,Croatia,Goalkeeper,active,RK Varaždin,Premijer Liga (Croatia),Croatia,Varaždin,Europe,FALSE
martin-marcec,Martin  Marčec,Croatia,Left Wing,active,RK Varaždin,Premijer Liga (Croatia),Croatia,Varaždin,Europe,FALSE
patrik-cerovecki,Patrik Cerovecki,Croatia,Left Wing,active,RK Varaždin,Premijer Liga (Croatia),Croatia,Varaždin,Europe,FALSE
petar-vojnovic,Petar Vojnovic,Croatia,Right Wing,active,RK Varaždin,Premijer Liga (Croatia),Croatia,Varaždin,Europe,FALSE
antonio-budinski,Antonio Budinski,Croatia,Right Wing,active,RK Varaždin,Premijer Liga (Croatia),Croatia,Varaždin,Europe,FALSE
dominik-miskovic,Dominik  Mišković,Croatia,Line Player,active,RK Varaždin,Premijer Liga (Croatia),Croatia,Varaždin,Europe,FALSE
david-car,David Car,Croatia,Line Player,active,RK Varaždin,Premijer Liga (Croatia),Croatia,Varaždin,Europe,FALSE
fran-tomasic,Fran Tomasic,Croatia,Left Back,active,RK Varaždin,Premijer Liga (Croatia),Croatia,Varaždin,Europe,FALSE
lovro-pucek,Lovro Pucek,Croatia,Centre Back,active,RK Varaždin,Premijer Liga (Croatia),Croatia,Varaždin,Europe,FALSE
tin-sestak,Tin Sestak,Croatia,Centre Back,active,RK Varaždin,Premijer Liga (Croatia),Croatia,Varaždin,Europe,FALSE
maurice-niestroj,Maurice Niestroj,Germany,Centre Back,active,DHK Flensborg,3.  - North (Germany),Germany,Wanderup,Europe,FALSE
jan-jurina,Jan Jurina,Croatia,Goalkeeper,active,Pallamano Carpi,no info,Italy,Carpi,Europe,TRUE
samah-haj-frej,Samah Haj Frej,Italy,Goalkeeper,active,Pallamano Carpi,no info,Italy,Carpi,Europe,FALSE
gabriele-sortino,Gabriele Sortino,Italy,Left Wing,active,Pallamano Carpi,no info,Italy,Carpi,Europe,FALSE
jacopo-cioni,Jacopo Cioni,Italy,Left Wing,active,Pallamano Carpi,no info,Italy,Carpi,Europe,FALSE
ferrarini-cristian,Ferrarini Cristian,Italy,Left Wing,active,Pallamano Carpi,no info,Italy,Carpi,Europe,FALSE
abdelrahman-karoui,Abdelrahman Karoui,Algeria,Right Wing,active,Pallamano Carpi,no info,Italy,Carpi,Hors-Europe,TRUE
alex-monzani,Alex Monzani,Italy,Line Player,active,Pallamano Carpi,no info,Italy,Carpi,Europe,FALSE
tzouro-mougits,Tzouro Mougits,Greece,Left Back,active,Pallamano Carpi,no info,Italy,Carpi,Europe,TRUE
ayoub-mejri,Ayoub Mejri,Tunisia,Right Back,active,Pallamano Carpi,no info,Italy,Carpi,Hors-Europe,TRUE
sebastian-carabulea,Sebastian Carabulea,Italy,Right Back,active,Pallamano Carpi,no info,Italy,Carpi,Europe,FALSE
filip-herajt,Filip  Herajt,Czech Republic,Goalkeeper,active,Talent Plzeň Handball,Strabag Rail Extraliga (Czech),Czech Republic,Plzeň,Europe,FALSE
daniel-grabemann,Daniel Grabemann,Czech Republic,Goalkeeper,active,Talent Plzeň Handball,Strabag Rail Extraliga (Czech),Czech Republic,Plzeň,Europe,FALSE
tomas-cimera,Tomas Cimera,Czech Republic,Goalkeeper,active,Talent Plzeň Handball,Strabag Rail Extraliga (Czech),Czech Republic,Plzeň,Europe,FALSE
ondrej-safranek,Ondrej  Šafranek,Czech Republic,Left Wing,active,Talent Plzeň Handball,Strabag Rail Extraliga (Czech),Czech Republic,Plzeň,Europe,FALSE
petr-vinkelhofer,Petr  Vinkelhöfer,Czech Republic,Left Wing,active,Talent Plzeň Handball,Strabag Rail Extraliga (Czech),Czech Republic,Plzeň,Europe,FALSE
adam-benes,Adam Benes,Czech Republic,Wing,active,Talent Plzeň Handball,Strabag Rail Extraliga (Czech),Czech Republic,Plzeň,Europe,FALSE
vojtech-dubsky,Vojtech Dubsky,Czech Republic,Wing,active,Talent Plzeň Handball,Strabag Rail Extraliga (Czech),Czech Republic,Plzeň,Europe,FALSE
dominik-skopar,Dominik Skopar,Czech Republic,Wing,active,Talent Plzeň Handball,Strabag Rail Extraliga (Czech),Czech Republic,Plzeň,Europe,FALSE
jakub-sindelar,Jakub  Šindelár,Czech Republic,Line Player,active,Talent Plzeň Handball,Strabag Rail Extraliga (Czech),Czech Republic,Plzeň,Europe,FALSE
jiri-dokoupil,Jiri Dokoupil,Czech Republic,Line Player,active,Talent Plzeň Handball,Strabag Rail Extraliga (Czech),Czech Republic,Plzeň,Europe,FALSE
ondrej-sima,Ondrej  Sima,Czech Republic,Line Player,active,Talent Plzeň Handball,Strabag Rail Extraliga (Czech),Czech Republic,Plzeň,Europe,FALSE
tomas-nejdl,Tomaš  Nejdl,Czech Republic,Left Back,active,Talent Plzeň Handball,Strabag Rail Extraliga (Czech),Czech Republic,Plzeň,Europe,FALSE
milan-skvaril,Milan  Skvaril,Czech Republic,Left Back,active,Talent Plzeň Handball,Strabag Rail Extraliga (Czech),Czech Republic,Plzeň,Europe,FALSE
leonard-kaplan,Leonard  Kaplan,Czech Republic,Left Back,active,Talent Plzeň Handball,Strabag Rail Extraliga (Czech),Czech Republic,Plzeň,Europe,FALSE
jakub-douda,Jakub  Douda,Czech Republic,Centre Back,active,Talent Plzeň Handball,Strabag Rail Extraliga (Czech),Czech Republic,Plzeň,Europe,FALSE
jan-stehlik,Jan  Stehlík,Czech Republic,Right Back,active,Talent Plzeň Handball,Strabag Rail Extraliga (Czech),Czech Republic,Plzeň,Europe,FALSE
daniel-blaha,Daniel Blaha,Czech Republic,Back,active,Talent Plzeň Handball,Strabag Rail Extraliga (Czech),Czech Republic,Plzeň,Europe,FALSE
jaromir-voves,Jaromir  Voves,Czech Republic,Back,active,Talent Plzeň Handball,Strabag Rail Extraliga (Czech),Czech Republic,Plzeň,Europe,FALSE
jan-baumruk,Jan  Baumruk,Czech Republic,Back,active,Talent Plzeň Handball,Strabag Rail Extraliga (Czech),Czech Republic,Plzeň,Europe,FALSE
matej-sedlacek,Matej Sedlacek,Czech Republic,Back,active,Talent Plzeň Handball,Strabag Rail Extraliga (Czech),Czech Republic,Plzeň,Europe,FALSE
david-cvach,David Cvach,Czech Republic,Back,active,Talent Plzeň Handball,Strabag Rail Extraliga (Czech),Czech Republic,Plzeň,Europe,FALSE
david-bernard,David Bernard,France,Goalkeeper,active,US Ivry Handball,Proligue (France),France,Ivry,Europe,FALSE
manuel-gaspar,Manuel  Gaspar,Portugal,Goalkeeper,active,US Ivry Handball,Proligue (France),France,Ivry,Europe,TRUE
auguste-longerinas,Auguste  Longerinas,France,Left Wing,active,US Ivry Handball,Proligue (France),France,Ivry,Europe,FALSE
maxime-petit,Maxime  Petit,France,Left Wing,active,US Ivry Handball,Proligue (France),France,Ivry,Europe,FALSE
francisco-tavares,Francisco  Tavares,Portugal,Right Wing,active,US Ivry Handball,Proligue (France),France,Ivry,Europe,TRUE
mathis-beauchef,Mathis  Beauchef,France,Right Wing,active,US Ivry Handball,Proligue (France),France,Ivry,Europe,FALSE
robert-rosell-soriano,Robert  Rosell Soriano,Spain,Line Player,active,US Ivry Handball,Proligue (France),France,Ivry,Europe,TRUE
imanol-carrere,Imanol Carrere,France,Line Player,active,US Ivry Handball,Proligue (France),France,Ivry,Europe,FALSE
antoine-baladi,Antoine  Baladi,France,Line Player,active,US Ivry Handball,Proligue (France),France,Ivry,Europe,FALSE
toke-bjelke-schrder,Toke Bjelke Schrøder,Denmark,Left Back,active,US Ivry Handball,Proligue (France),France,Ivry,Europe,TRUE
melwin-beckman,Melwin  Beckman,Poland,Left Back,active,US Ivry Handball,Proligue (France),France,Ivry,Europe,TRUE
jose-jorge-floris-gonzalvo,Jose Jorge  Floris Gonzalvo,Spain,Left Back,active,US Ivry Handball,Proligue (France),France,Ivry,Europe,TRUE
sebastian-jensen,Sebastian Jensen,Denmark,Left Back,active,US Ivry Handball,Proligue (France),France,Ivry,Europe,TRUE
martin-nicolas-jung,Martin Nicolas Jung,Argentina,Centre Back,active,US Ivry Handball,Proligue (France),France,Ivry,Hors-Europe,TRUE
wael-chatti,Wael  Chatti,Tunisia,Right Back,active,US Ivry Handball,Proligue (France),France,Ivry,Hors-Europe,TRUE
henri-kirtz,Henri  Kirtz,France,Right Back,active,US Ivry Handball,Proligue (France),France,Ivry,Europe,FALSE
dmitrijs-korotkovs,Dmitrijs Korotkovs,Latvia,Goalkeeper,active,HK Skriveri,SynotTip Virsliga (Latvia),Latvia,Skriveri,Europe,FALSE
reinis-krasovskis,Reinis Krasovskis,Latvia,Goalkeeper,active,HK Skriveri,SynotTip Virsliga (Latvia),Latvia,Skriveri,Europe,FALSE
aleksis-dicis,Aleksis Dicis,Latvia,Goalkeeper,active,HK Skriveri,SynotTip Virsliga (Latvia),Latvia,Skriveri,Europe,FALSE
aigars-anisimovs,Aigars Anisimovs,Latvia,Left Wing,active,HK Skriveri,SynotTip Virsliga (Latvia),Latvia,Skriveri,Europe,FALSE
ernests-anisimovs,Ernests Anisimovs,Latvia,Left Wing,active,HK Skriveri,SynotTip Virsliga (Latvia),Latvia,Skriveri,Europe,FALSE
markuss-grigorjevs,Markuss Grigorjevs,Latvia,Right Wing,active,HK Skriveri,SynotTip Virsliga (Latvia),Latvia,Skriveri,Europe,FALSE
arturs-beluns,Arturs Beluns,Latvia,Right Wing,active,HK Skriveri,SynotTip Virsliga (Latvia),Latvia,Skriveri,Europe,FALSE
hugo-muiznieks,Hugo Muiznieks,Latvia,Right Wing,active,HK Skriveri,SynotTip Virsliga (Latvia),Latvia,Skriveri,Europe,FALSE
rainers-jirgens,Rainers Jirgens,Latvia,Line Player,active,HK Skriveri,SynotTip Virsliga (Latvia),Latvia,Skriveri,Europe,FALSE
roberts-ozolins,Roberts Ozolins,Latvia,Left Back,active,HK Skriveri,SynotTip Virsliga (Latvia),Latvia,Skriveri,Europe,FALSE
martins-gailitis,Martins Gailitis,Latvia,Left Back,active,HK Skriveri,SynotTip Virsliga (Latvia),Latvia,Skriveri,Europe,FALSE
vladimirs-kurmens,Vladimirs Kurmens,Latvia,Centre Back,active,HK Skriveri,SynotTip Virsliga (Latvia),Latvia,Skriveri,Europe,FALSE
jorens-glods,Jorens Glods,Latvia,Centre Back,active,HK Skriveri,SynotTip Virsliga (Latvia),Latvia,Skriveri,Europe,FALSE
maris-ozolins,Maris Ozolins,Latvia,Right Back,active,HK Skriveri,SynotTip Virsliga (Latvia),Latvia,Skriveri,Europe,FALSE
linards-dubausks,Linards Dubausks,Latvia,Right Back,active,HK Skriveri,SynotTip Virsliga (Latvia),Latvia,Skriveri,Europe,FALSE
ahmed-abdelhak,Ahmed Abdelhak,Egypt,Right Back,active,Saint-Nazaire Handball,Nationale 2 - Group 2 (France),France,Saint-Nazaire,Hors-Europe,TRUE
fabio-brandle,Fabio  Brandle,Switzerland,Goalkeeper,active,BSV Bern,Swiss Handball  (Switzerland),Switzerland,Bern,Europe,FALSE
mathieu-seravalli,Mathieu Seravalli,Switzerland,Goalkeeper,active,BSV Bern,Swiss Handball  (Switzerland),Switzerland,Bern,Europe,FALSE
yannik-fischer,Yannik Fischer,Switzerland,Goalkeeper,active,BSV Bern,Swiss Handball  (Switzerland),Switzerland,Bern,Europe,FALSE
marco-strahm,Marco  Strahm,Switzerland,Left Wing,active,BSV Bern,Swiss Handball  (Switzerland),Switzerland,Bern,Europe,FALSE
nik-jauer,Nik  Jauer,Switzerland,Left Wing,active,BSV Bern,Swiss Handball  (Switzerland),Switzerland,Bern,Europe,FALSE
levin-wanner,Levin Wanner,Switzerland,Right Wing,active,BSV Bern,Swiss Handball  (Switzerland),Switzerland,Bern,Europe,FALSE
jan-allemann,Jan Allemann,Switzerland,Right Wing,active,BSV Bern,Swiss Handball  (Switzerland),Switzerland,Bern,Europe,FALSE
kaspar-arn,Kaspar  Arn,Switzerland,Line Player,active,BSV Bern,Swiss Handball  (Switzerland),Switzerland,Bern,Europe,FALSE
hannes-nystrom,Hannes Nystrom,Sweden,Line Player,active,BSV Bern,Swiss Handball  (Switzerland),Switzerland,Bern,Europe,TRUE
matthias-widmer,Matthias Widmer,Switzerland,Line Player,active,BSV Bern,Swiss Handball  (Switzerland),Switzerland,Bern,Europe,FALSE
mats-hirt,Mats Hirt,Switzerland,Line Player,active,BSV Bern,Swiss Handball  (Switzerland),Switzerland,Bern,Europe,FALSE
lucas-rohr,Lucas  Rohr,Switzerland,Left Back,active,BSV Bern,Swiss Handball  (Switzerland),Switzerland,Bern,Europe,FALSE
samuel-weingartner,Samuel  Weingartner,Switzerland,Left Back,active,BSV Bern,Swiss Handball  (Switzerland),Switzerland,Bern,Europe,FALSE
jonas-kalt,Jonas  Kalt,Switzerland,Left Back,active,BSV Bern,Swiss Handball  (Switzerland),Switzerland,Bern,Europe,FALSE
